


 ISTAGE,NCOUNT,NN,EPSON11,EPSONVP,EPSONV,EPSONDP,EPSOND,PORE,SIG(1),SIG(1)/SIG(3),SIG(1)-SIG(3),q/p,SIG(2),SIG(3),SIG(4),SIGMM,E(1)-E(3),Xf,R*,R,e,Beta-11,Beta-11*P
       1,       1,       1,  0.30000E-04,  0.14313E-06,  0.00000E+00,  0.13985E-06,  0.30000E-06,  0.11192E-02,  0.15682E+03,  0.16667E+01,  0.62728E+02,  0.54547E+00,  0.94090E+02,  0.94090E+02,  0.00000E+00,  0.11500E+03,  0.00000E+00,  0.00000E+00,  0.90000E+00,  0.12500E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     101,     101,  0.30300E-02,  0.14460E-04,  0.00000E+00,  0.14151E-04,  0.30300E-04,  0.11297E+00,  0.15680E+03,  0.16684E+01,  0.62819E+02,  0.54665E+00,  0.93978E+02,  0.93978E+02,  0.00000E+00,  0.11492E+03,  0.00000E+00,  0.00000E+00,  0.90002E+00,  0.12491E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     201,     201,  0.60300E-02,  0.28782E-04,  0.00000E+00,  0.28215E-04,  0.60300E-04,  0.22467E+00,  0.15678E+03,  0.16702E+01,  0.62910E+02,  0.54782E+00,  0.93866E+02,  0.93866E+02,  0.00000E+00,  0.11484E+03,  0.00000E+00,  0.00000E+00,  0.90003E+00,  0.12482E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     301,     301,  0.90300E-02,  0.43111E-04,  0.00000E+00,  0.42332E-04,  0.90300E-04,  0.33623E+00,  0.15675E+03,  0.16720E+01,  0.63000E+02,  0.54900E+00,  0.93755E+02,  0.93755E+02,  0.00000E+00,  0.11475E+03,  0.00000E+00,  0.00000E+00,  0.90005E+00,  0.12473E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     401,     401,  0.12030E-01,  0.57444E-04,  0.00000E+00,  0.56500E-04,  0.12030E-03,  0.44764E+00,  0.15673E+03,  0.16737E+01,  0.63090E+02,  0.55017E+00,  0.93643E+02,  0.93643E+02,  0.00000E+00,  0.11467E+03,  0.00000E+00,  0.00000E+00,  0.90007E+00,  0.12464E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     501,     501,  0.15030E-01,  0.71783E-04,  0.00000E+00,  0.70719E-04,  0.15030E-03,  0.55891E+00,  0.15671E+03,  0.16755E+01,  0.63180E+02,  0.55135E+00,  0.93532E+02,  0.93532E+02,  0.00000E+00,  0.11459E+03,  0.00000E+00,  0.00000E+00,  0.90008E+00,  0.12455E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     601,     601,  0.18030E-01,  0.86126E-04,  0.00000E+00,  0.84991E-04,  0.18030E-03,  0.67002E+00,  0.15669E+03,  0.16772E+01,  0.63269E+02,  0.55252E+00,  0.93421E+02,  0.93421E+02,  0.00000E+00,  0.11451E+03,  0.00000E+00,  0.00000E+00,  0.90010E+00,  0.12446E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     701,     701,  0.21030E-01,  0.10047E-03,  0.00000E+00,  0.99313E-04,  0.21030E-03,  0.78098E+00,  0.15667E+03,  0.16790E+01,  0.63358E+02,  0.55369E+00,  0.93310E+02,  0.93310E+02,  0.00000E+00,  0.11443E+03,  0.00000E+00,  0.00000E+00,  0.90012E+00,  0.12437E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     801,     801,  0.24030E-01,  0.11483E-03,  0.00000E+00,  0.11369E-03,  0.24030E-03,  0.89179E+00,  0.15665E+03,  0.16808E+01,  0.63446E+02,  0.55485E+00,  0.93199E+02,  0.93199E+02,  0.00000E+00,  0.11435E+03,  0.00000E+00,  0.00000E+00,  0.90013E+00,  0.12428E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,     901,     901,  0.27030E-01,  0.12918E-03,  0.00000E+00,  0.12811E-03,  0.27030E-03,  0.10024E+01,  0.15662E+03,  0.16825E+01,  0.63534E+02,  0.55602E+00,  0.93088E+02,  0.93088E+02,  0.00000E+00,  0.11427E+03,  0.00000E+00,  0.00000E+00,  0.90015E+00,  0.12419E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1001,    1001,  0.30030E-01,  0.14354E-03,  0.00000E+00,  0.14259E-03,  0.30030E-03,  0.11129E+01,  0.15660E+03,  0.16843E+01,  0.63622E+02,  0.55718E+00,  0.92978E+02,  0.92978E+02,  0.00000E+00,  0.11419E+03,  0.00000E+00,  0.00000E+00,  0.90017E+00,  0.12410E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1101,    1101,  0.33030E-01,  0.15790E-03,  0.00000E+00,  0.15711E-03,  0.33030E-03,  0.12233E+01,  0.15658E+03,  0.16860E+01,  0.63710E+02,  0.55835E+00,  0.92868E+02,  0.92868E+02,  0.00000E+00,  0.11410E+03,  0.00000E+00,  0.00000E+00,  0.90019E+00,  0.12401E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1201,    1201,  0.36030E-01,  0.17227E-03,  0.00000E+00,  0.17169E-03,  0.36030E-03,  0.13335E+01,  0.15655E+03,  0.16878E+01,  0.63797E+02,  0.55951E+00,  0.92757E+02,  0.92757E+02,  0.00000E+00,  0.11402E+03,  0.00000E+00,  0.00000E+00,  0.90020E+00,  0.12392E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1301,    1301,  0.39030E-01,  0.18664E-03,  0.00000E+00,  0.18632E-03,  0.39030E-03,  0.14435E+01,  0.15653E+03,  0.16895E+01,  0.63884E+02,  0.56067E+00,  0.92647E+02,  0.92647E+02,  0.00000E+00,  0.11394E+03,  0.00000E+00,  0.00000E+00,  0.90022E+00,  0.12383E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1401,    1401,  0.42030E-01,  0.20100E-03,  0.00000E+00,  0.20099E-03,  0.42030E-03,  0.15534E+01,  0.15651E+03,  0.16913E+01,  0.63970E+02,  0.56183E+00,  0.92538E+02,  0.92538E+02,  0.00000E+00,  0.11386E+03,  0.00000E+00,  0.00000E+00,  0.90024E+00,  0.12374E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1501,    1501,  0.45030E-01,  0.21538E-03,  0.00000E+00,  0.21572E-03,  0.45030E-03,  0.16631E+01,  0.15648E+03,  0.16930E+01,  0.64056E+02,  0.56298E+00,  0.92428E+02,  0.92428E+02,  0.00000E+00,  0.11378E+03,  0.00000E+00,  0.00000E+00,  0.90025E+00,  0.12365E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1601,    1601,  0.48030E-01,  0.22975E-03,  0.00000E+00,  0.23049E-03,  0.48030E-03,  0.17726E+01,  0.15646E+03,  0.16948E+01,  0.64142E+02,  0.56414E+00,  0.92318E+02,  0.92318E+02,  0.00000E+00,  0.11370E+03,  0.00000E+00,  0.00000E+00,  0.90027E+00,  0.12356E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
       1,    1701,    1701,  0.51030E-01,  0.24412E-03,  0.00000E+00,  0.24532E-03,  0.51030E-03,  0.18820E+01,  0.15644E+03,  0.16965E+01,  0.64227E+02,  0.56529E+00,  0.92209E+02,  0.92209E+02,  0.00000E+00,  0.11362E+03,  0.00000E+00,  0.00000E+00,  0.90029E+00,  0.12347E+01,  0.10724E+01,  0.00000E+00,  0.00000E+00,
